longitude,latitude,year,GWL,seismic_risk_score,rainfall_mm,subsidence,geological_category,normalized_density,density_tier,subsidence_intensity,density_concentration,normalized_seismic_risk_score,rainfall_category
113.229652,22.549442,2015,1.5631405797758453,-17.40537017483754,1660.0409353168268,14.36,Gravelly Soil,0.5096712272162989,Medium,Minimal,Moderate,0.1954606626315727,Medium
113.239037,22.540401,2016,0.4456858812521274,-17.11781076556524,2624.95036305254,19.54,Gravelly Soil,0.5077919164700588,Medium,Minimal,Moderate,0.2641533188589128,High
113.208206,22.548384,2018,0.8538592996641985,-17.77041415641083,2384.3400138392,18.33,Rock,0.1117743228584423,Low,Minimal,Sparse,0.2051709383388471,High
113.205017,22.534588,2017,1.9934912597696488,-17.646487731088616,1933.5700606221264,31.77,Residual Soil,0.332432500437885,Low,Moderate,Moderate,0.234751093151305,Medium
113.23909,22.517643,2017,1.6640873381953014,-16.81340832622234,1839.26539301502,15.3,Rock,0.1098598062254315,Low,Minimal,Sparse,0.2391338392748589,Medium
113.232254,22.545897,2015,2.0582185632305112,-17.311560499983905,1674.6782020278515,20.33,Residual Soil,0.3113572463471394,Low,Minimal,Sparse,0.2120182838323591,Medium
113.227142,22.54587,2020,1.3857373549180605,-17.401236663563257,1591.700887091989,6.38,Gravelly Soil,0.5329350030182565,Medium,Minimal,Moderate,0.1696362241301033,Medium
113.237289,22.542021,2019,1.0549878154825851,-17.170499464145628,2097.063886348938,12.24,Residual Soil,0.3118331328739728,Low,Minimal,Sparse,0.2166147006722339,Medium
113.239586,22.519028,2016,1.5037451968243298,-16.822728711280625,2721.894356618081,40.95,Rock,0.1490345477371269,Low,Moderate,Sparse,0.3411893122253314,High
113.237083,22.531944,2020,1.4487541569220543,-17.03854711925398,1604.3214072738333,8.65,Residual Soil,0.3148099572860451,Low,Minimal,Sparse,0.2016236762733005,Medium
113.229927,22.538048,2021,1.0377936855803416,-17.246977767544145,1844.449991208856,4.34,Gravelly Soil,0.5432289573929769,Medium,Minimal,Moderate,0.1814058272827088,Medium
113.234756,22.536684,2022,1.3958384353788524,-17.143217979323122,2190.110681465432,28.15,Residual Soil,0.42039632801017,Medium,Moderate,Moderate,0.2708728280423094,Medium
113.234573,22.541168,2022,0.90784224330172,-17.20678559732695,2076.283060542996,7.97,Rock,0.1041557635992511,Low,Minimal,Sparse,0.2026337975735208,Medium
113.198135,22.552282,2017,1.074755720784756,-18.001502207019794,1768.342265180002,1.31,Gravelly Soil,0.474391692131093,Medium,Minimal,Moderate,0.1170097812586076,Medium
113.199463,22.565727,2016,0.1668268027575945,-18.15715250079729,2531.3124494091485,4.19,Residual Soil,0.2770766939666901,Low,Minimal,Sparse,0.1409958776808801,High
113.225159,22.553637,2019,1.1270837469975954,-17.54124571973024,2145.2897476076946,19.58,Residual Soil,0.3411118624326219,Medium,Minimal,Moderate,0.2175548686692575,Medium
113.230492,22.550467,2016,0.2913491736094626,-17.40455506421818,2597.029632475568,14.4,Residual Soil,0.2990492747430144,Low,Minimal,Sparse,0.2287019529050172,High
113.210472,22.563765,2018,0.9324295899536508,-17.936719918880225,2376.9106667900714,18.23,Gravelly Soil,0.5427857006548171,Medium,Minimal,Moderate,0.1902779075355923,High
113.239243,22.553759,2017,1.2777142782020234,-17.296733387601957,1864.902637842849,16.47,Gravelly Soil,0.5067597449162774,Medium,Minimal,Moderate,0.2184497576005833,Medium
113.20723,22.55014,2019,1.886301343253688,-17.81109323909396,2251.6871862539606,40.52,Residual Soil,0.3801708694487997,Medium,Moderate,Moderate,0.2599197334907779,Medium
113.207466,22.567907,2017,1.4759297454901033,-18.04576431848692,1840.1712289317488,14.01,Rock,0.101689489853729,Low,Minimal,Sparse,0.1542619041294656,Medium
113.241386,22.568314,2015,1.870327454147556,-17.462354664703007,1606.2621769821594,9.24,Gravelly Soil,0.4973859723263053,Medium,Minimal,Moderate,0.1638649045620074,Medium
113.229202,22.550358,2015,1.303490100091128,-17.425712705505756,1613.547884620575,5.78,Residual Soil,0.2818096726000253,Low,Minimal,Sparse,0.1677834533914166,Medium
113.184708,22.56291,2023,3.015666490341587,-18.38146209892752,1781.7288464522046,13.72,Residual Soil,0.3410209066766278,Medium,Minimal,Moderate,0.0882950714535018,Medium
113.196091,22.567335,2021,1.6410703009524026,-18.23833812117365,1824.4830276771204,5.69,Rock,0.1001639835845045,Low,Minimal,Sparse,0.1049388547866074,Medium
113.238541,22.565111,2020,1.6726113943938934,-17.466434773651553,1612.9377512613814,11.0,Rock,0.1058694206904904,Low,Minimal,Sparse,0.1775631141532129,Medium
113.208435,22.566528,2023,2.3462519972678137,-18.010011903488465,2013.061513530666,40.9,Residual Soil,0.3919790415936779,Medium,Moderate,Moderate,0.2357871491429912,Medium
113.217361,22.563194,2015,1.2644810371205026,-17.80811473482373,1633.7411534903692,7.83,Rock,0.0841935954497683,Low,Minimal,Sparse,0.1520117494478177,Medium
113.217255,22.565762,2021,1.160557350861073,-17.845074700698497,1881.2018258723588,10.47,Residual Soil,0.340126571736444,Medium,Minimal,Moderate,0.1607724859297345,Medium
113.209953,22.563875,2015,1.7258114114609735,-17.947332908922856,1564.8226067901512,1.63,Rock,0.07016779488075,Low,Minimal,Sparse,0.1071834384509834,Medium
113.210609,22.561998,2020,1.6749958601303998,-17.910363480427637,1587.3784423505329,7.43,Rock,0.1112187420160074,Low,Minimal,Sparse,0.1333017822049156,Medium
113.211617,22.566957,2022,1.2083144274088955,-17.96004854138488,2099.9468912284724,14.01,Gravelly Soil,0.5014210008207203,Medium,Minimal,Moderate,0.1652686781519434,Medium
113.225761,22.567883,2015,1.9123616825700969,-17.726137843297746,1682.112863271533,19.5,Rock,0.1044839082954189,Low,Minimal,Sparse,0.1865298268270727,Medium
113.217361,22.579016,2020,2.08429043277196,-18.02620031614113,1632.630394193846,17.65,Residual Soil,0.3510734961773964,Medium,Minimal,Moderate,0.1519890291370292,Medium
113.212349,22.580965,2023,1.402950493291284,-18.140049527638222,1846.2257457021967,10.02,Gravelly Soil,0.6037469182951681,Medium,Minimal,Moderate,0.1325045397124398,Medium
113.223915,22.58655,2016,1.5849214728953869,-18.01904857481831,2776.544998163632,49.83,Residual Soil,0.3561837675213108,Low,Moderate,Moderate,0.2893128814022976,High
113.233551,22.592089,2023,1.980982583198418,-17.933784567106194,1958.485076583628,30.35,Residual Soil,0.3772073344550695,Medium,Moderate,Moderate,0.2098967793943768,Medium
113.212547,22.575571,2020,1.711848157609717,-18.061966430710857,1611.155529884292,11.69,Gravelly Soil,0.528145521342791,Medium,Minimal,Moderate,0.1362675487394165,Medium
113.205139,22.585445,2015,1.2664396399200504,-18.32716233328,1578.3785615077873,0.55,Gravelly Soil,0.4529624181120607,Medium,Minimal,Moderate,0.0867601187889978,Medium
113.239624,22.589066,2021,1.3708300127842157,-17.78756729038772,1828.2256925862,4.18,Rock,0.089201710849739,Low,Minimal,Sparse,0.136741920026808,Medium
113.213188,22.569664,2018,1.5880763882865971,-17.969575167057126,2508.020524572454,41.82,Gravelly Soil,0.506210367261748,Medium,Moderate,Moderate,0.2617945498420095,High
113.191315,22.577927,2017,6.129048737222019,-18.465486616617152,1774.2467044086025,42.11,Gravelly Soil,0.5676156537895789,Medium,Moderate,Moderate,0.1109430618013593,Medium
113.224098,22.577862,2020,2.666041155849122,-17.89376634785192,1770.610259521377,41.62,Gravelly Soil,0.6179602771303753,Medium,Moderate,Moderate,0.238229256944791,Medium
113.189049,22.579107,2018,1.905463789277881,-18.521322587929628,2205.622166571129,1.88,Gravelly Soil,0.5050501461035373,Medium,Minimal,Moderate,0.061959710173454,Medium
113.218552,22.572641,2022,1.2457744711843717,-17.917126834488467,2074.4649169745016,10.26,Rock,0.1139623862083646,Low,Minimal,Sparse,0.1543476229944875,Medium
113.213753,22.57695,2017,2.113840509110407,-18.06005881923793,1937.68919738768,33.3,Gravelly Soil,0.5388572412447323,Medium,Moderate,Moderate,0.2091363448653866,Medium
113.213852,22.56941,2020,1.5186238707495008,-17.95449791778669,1588.203796374477,6.94,Gravelly Soil,0.5002129496902477,Medium,Minimal,Moderate,0.1303771008201464,Medium
113.212456,22.57188,2016,0.6955185773183189,-18.012750667841622,2638.0167759014703,23.35,Gravelly Soil,0.500142075092605,Medium,Minimal,Moderate,0.2109213049914806,High
113.188484,22.573339,2020,4.861886594606524,-18.4534429320793,1406.481945506655,7.87,Residual Soil,0.3446151412312516,Medium,Minimal,Moderate,0.0128881876759668,Medium
113.213509,22.575253,2023,1.6915211154298802,-18.04084863894797,1909.1123388398184,21.13,Residual Soil,0.3637740876966994,Medium,Minimal,Moderate,0.1745798324643385,Medium
113.205696,22.589939,2015,2.133045708631369,-18.37999402443412,1731.3697942800077,28.88,Residual Soil,0.3151842706058837,Low,Moderate,Sparse,0.1696715593920782,Medium
113.217361,22.581055,2019,0.9421087829848204,-18.05461071197052,2041.3390786779407,3.17,Rock,0.0943618284349002,Low,Minimal,Sparse,0.1251352410173348,Medium
113.21283,22.575645,2016,0.8870273298378752,-18.05806562569857,2648.983787398307,26.07,Rock,0.1121713351668797,Low,Moderate,Sparse,0.2144045386686781,High
113.188751,22.603193,2017,1.814464680558025,-18.8575248989842,1817.3537107241432,14.04,Residual Soil,0.3074535913338987,Low,Minimal,Sparse,0.0880587036889478,Medium
113.232071,22.601585,2021,1.1211519099609553,-18.09564012645944,1831.775432561606,3.22,Residual Soil,0.2987236709102829,Low,Minimal,Sparse,0.1166970236522254,Medium
113.197639,22.601795,2015,1.855447611563654,-18.68471010401717,1651.8368736111893,15.52,Residual Soil,0.2965115108437667,Low,Minimal,Sparse,0.1045489830019491,Medium
113.202278,22.60054,2018,0.361850340994214,-18.587333386983243,2314.239382512249,4.92,Gravelly Soil,0.5179017881317174,Medium,Minimal,Moderate,0.1092226831529949,Medium
113.187859,22.612146,2019,1.0603956088180913,-18.99823273875344,2018.328019865472,1.23,Residual Soil,0.3345765865168971,Medium,Minimal,Moderate,0.0486819705380329,Medium
113.214745,22.598202,2016,0.1452432351455095,-18.340831568847825,2579.862776042167,10.78,Rock,0.0883288417368035,Low,Minimal,Sparse,0.1544979713121086,High
113.200829,22.599472,2016,1.618127334224682,-18.59723543262701,2821.2628722063687,56.37,Residual Soil,0.3459545463031494,Low,Moderate,Moderate,0.2739498611946521,High
113.169083,22.623257,2016,1.9519341986193413,-18.82782050962365,2736.74246524436,46.41,Rock,0.1571808197641909,Low,Moderate,Sparse,0.2135353051700173,High
113.178185,22.611876,2016,1.120476853745663,-18.875176507591046,2726.3447009592664,39.11,Gravelly Soil,0.5739874402899129,Medium,Moderate,Moderate,0.2013683799124334,High
113.190895,22.600712,2015,1.8607938155117192,-18.785904813136906,1590.486144119553,6.95,Residual Soil,0.2848266088681247,Low,Minimal,Sparse,0.0644798316100338,Medium
113.227081,22.609859,2023,1.4797412720494925,-18.29953177943722,1881.43581185574,15.57,Gravelly Soil,0.5876374581371023,Medium,Minimal,Moderate,0.1409292640393317,Medium
113.178413,22.616125,2023,1.7656981657430135,-18.926541928566262,1802.638097077886,6.77,Cohesive Soil,0.842789844268397,High,Minimal,Dense,0.0566067299573023,Medium
113.220757,22.630562,2023,1.144277804277657,-18.708377552391312,1811.21789725298,3.06,Gravelly Soil,0.5398207943854973,Medium,Minimal,Moderate,0.07343621605054,Medium
113.235695,22.628817,2021,1.2251034049155856,-18.43598826257472,1847.147626541548,6.2,Gravelly Soil,0.5103703276029696,Medium,Minimal,Moderate,0.1021136803023339,Medium
113.218552,22.616951,2020,1.8667324810362385,-18.54573135859202,1620.1890773034402,13.48,Rock,0.1200203017520959,Low,Minimal,Sparse,0.1082488337067245,Medium
113.205025,22.625679,2022,1.4703777481512494,-18.89964507648397,2035.771760819872,6.52,Rock,0.1130576002243962,Low,Minimal,Sparse,0.0669787394702064,Medium
113.182838,22.612268,2019,1.15686771027117,-18.96922850719652,2055.350004414726,7.19,Residual Soil,0.3118395605875248,Low,Minimal,Sparse,0.0711070602001542,Medium
113.217369,22.621798,2019,0.9298073857783978,-18.63614321407041,2048.980253829934,4.15,Rock,0.0874672981670724,Low,Minimal,Sparse,0.0893084924462978,Medium
113.215416,22.600851,2019,0.5551428381515902,-18.36705750047439,2082.267756071845,6.21,Gravelly Soil,0.5291579005795409,Medium,Minimal,Moderate,0.1242824488445724,Medium
113.201996,22.620892,2020,3.0028170182461897,-18.881634171688955,1627.5438692366356,24.2,Residual Soil,0.3659403478203774,Medium,Minimal,Moderate,0.0946467399974882,Medium
113.202179,22.600649,2015,2.835520158164195,-18.59056696528708,1827.6427322855664,47.95,Gravelly Soil,0.5192352467843745,Medium,Moderate,Moderate,0.2103796550798975,Medium
113.167503,22.625961,2022,2.1577443776083216,-18.828461285721776,2180.811323232385,32.87,Residual Soil,0.3681646952346363,Low,Moderate,Moderate,0.1536153355892687,Medium
113.164688,22.672073,2015,1.670769112613213,-19.322509078322145,1581.6726627011813,4.21,Residual Soil,0.2659784077630158,Low,Minimal,Sparse,0.0220484650427668,Medium
113.177895,22.662039,2017,2.029026380745309,-19.44636176145596,1834.7579579077408,18.18,Gravelly Soil,0.4981734234141451,Medium,Minimal,Moderate,0.0580168869158544,Medium
113.21376,22.635807,2021,1.4732818732559494,-18.90182231714025,1849.2655994486536,8.46,Residual Soil,0.3451904400274678,Medium,Minimal,Moderate,0.0724025974861992,Medium
113.157234,22.669653,2016,1.1192421336732672,-19.15503186232176,2640.157690813648,26.58,Rock,0.1197137446989531,Low,Moderate,Sparse,0.1353528626168648,High
113.169395,22.666103,2022,1.2397050715504605,-19.336838878351795,2071.086272100187,9.74,Rock,0.1115032901930547,Low,Minimal,Sparse,0.0550795785526113,Medium
113.21167,22.649164,2018,0.4410763237873283,-19.134495750423568,2325.7330294708527,7.16,Residual Soil,0.2977207329965944,Low,Minimal,Sparse,0.0782421896926087,High
113.219498,22.666437,2021,2.3028177061194457,-19.26762884319106,1948.5671744567053,28.96,Residual Soil,0.3800623827016081,Medium,Moderate,Moderate,0.1046631012494952,Medium
113.203896,22.643465,2017,1.5453430018751848,-19.17844219762392,1880.3145975602367,20.75,Residual Soil,0.3113317190726729,Low,Minimal,Sparse,0.0988552946204695,Medium
113.187141,22.660818,2021,1.0977307588157383,-19.60511730083201,1819.1325691141888,1.26,Gravelly Soil,0.5330430683754388,Medium,Minimal,Moderate,0.0061850473048561,Medium
113.205544,22.643728,2022,1.6903622999918957,-19.15497709489433,2009.6034948203348,5.14,Residual Soil,0.311606314166407,Low,Minimal,Sparse,0.0366148012425313,Medium
113.18631,22.654625,2023,2.529796101088147,-19.5165022868944,1997.3073680384327,40.14,Gravelly Soil,0.6089689503747155,Medium,Moderate,Moderate,0.1247236403879597,Medium
113.177971,22.645227,2019,1.7304336357194212,-19.249241185186257,2124.834192035061,21.48,Residual Soil,0.3369011424307944,Low,Minimal,Moderate,0.0919998575377737,Medium
113.199028,22.643114,2022,1.5035914171081315,-19.25425084507972,2068.708647721479,11.96,Gravelly Soil,0.5581609343061238,Medium,Minimal,Moderate,0.0609045059598404,Medium
113.169006,22.672424,2017,1.5378692083044974,-19.406694309776302,1764.620406620205,4.45,Gravelly Soil,0.4872074322921306,Medium,Minimal,Moderate,0.0206474109235162,Medium
113.212624,22.650602,2016,1.2138504095166012,-19.140299382713103,2711.1112987043416,37.71,Gravelly Soil,0.5249092337338475,Medium,Moderate,Moderate,0.1753625535019503,High
113.159653,22.66361,2017,1.7610617404844429,-19.125617246179008,1813.5235424790224,13.08,Gravelly Soil,0.512983787976869,Medium,Minimal,Moderate,0.0673548436962837,Medium
113.165176,22.672033,2016,0.9111852639136412,-19.33103856384848,2609.4825685138794,21.05,Residual Soil,0.3095813892923636,Low,Minimal,Sparse,0.1060098432279134,High
113.208488,22.672478,2021,1.3034561215954268,-19.537480616132143,1832.4754964249648,4.76,Gravelly Soil,0.5296876665584181,Medium,Minimal,Moderate,0.0189546920952427,Medium
113.203171,22.650381,2023,1.4403356192266248,-19.292679554704662,1855.018768724476,11.55,Gravelly Soil,0.5159838505366345,Medium,Minimal,Moderate,0.0583324146835155,Medium
113.214516,22.647749,2023,2.4238880934980065,-19.06660568817362,2039.390651359983,45.21,Gravelly Soil,0.6131306925134528,Medium,Moderate,Moderate,0.1778597872999071,Medium
113.16584,22.670118,2018,0.9141161456465662,-19.3198298037382,2328.789301772614,11.33,Residual Soil,0.3164114049967502,Low,Minimal,Sparse,0.0692897937485466,High
113.205765,22.636198,2016,1.2434097782493585,-19.040546836050297,2504.9977356583186,9.01,Residual Soil,0.2649129728518241,Low,Minimal,Sparse,0.0709710194284665,High
113.206871,22.661144,2021,1.3406576984557743,-19.392511857171908,1844.6617035347224,6.26,Rock,0.1122248159761065,Low,Minimal,Sparse,0.0353675427485421,Medium
113.205399,22.66758,2016,1.1016985141196762,-19.51343764415676,2655.382660835253,29.0,Gravelly Soil,0.5425497014230496,Medium,Moderate,Moderate,0.1191462286130211,High
113.214111,22.636761,2016,1.2739512788835563,-18.910085248477063,2695.9714457586965,36.06,Residual Soil,0.3370827642581774,Low,Moderate,Moderate,0.1832472615880224,High
113.213753,22.634861,2019,1.0437116289237134,-18.887989021957736,2058.754590247418,6.38,Rock,0.1000826687910818,Low,Minimal,Sparse,0.0777934997144501,Medium
113.19326,22.658319,2019,1.0444538530895793,-19.57414012668842,2057.4800336232515,6.6,Gravelly Soil,0.4935466680676563,Medium,Minimal,Moderate,0.0302484180502696,Medium
113.213928,22.662252,2020,1.998981498209193,-19.29421426738784,1587.0010486384058,10.57,Residual Soil,0.3415114159453313,Medium,Minimal,Moderate,0.039945670544311,Medium
113.242432,22.648472,2017,1.2324240339683694,-18.6237853456659,1876.572371319452,17.75,Residual Soil,0.3211783413130298,Low,Minimal,Sparse,0.1334942925618755,Medium
113.22348,22.698475,2015,2.6151017267100043,-19.70064744516178,1698.086248368256,28.02,Residual Soil,0.3473011836646902,Medium,Moderate,Moderate,0.0632217009317941,Medium
113.163391,22.673752,2020,1.7391898466152074,-19.3192371679626,1558.1825636787514,4.47,Gravelly Soil,0.4968893755267496,Medium,Minimal,Moderate,0.0214966882625407,Medium
113.222473,22.703812,2017,1.6330760011573455,-19.80045599932125,1779.559171745711,7.3,Residual Soil,0.2947172076655636,Low,Minimal,Sparse,0.0021257197083872,Medium
113.213753,22.702921,2022,1.5021230404828243,-19.92317645573336,2068.475665847616,11.35,Rock,0.1130753329328811,Low,Minimal,Sparse,0.0145527011303132,Medium
113.219101,22.679585,2021,1.5400165619390551,-19.47570737823787,1838.52485697398,7.48,Gravelly Soil,0.530008520078157,Medium,Minimal,Moderate,0.0275188634781551,Medium
113.22197,22.692442,2022,1.3552778379576926,-19.62981852046184,2063.671644033768,10.08,Residual Soil,0.3319445357451271,Medium,Minimal,Moderate,0.0317498899153246,Medium
113.221184,22.675325,2015,2.6730280319895914,-19.37677142486169,1682.1188322307466,25.23,Rock,0.1094889866464778,Low,Moderate,Sparse,0.0765076961446392,Medium
113.16275,22.677769,2020,1.7715152046976128,-19.357154517797778,1558.5698013271342,4.78,Gravelly Soil,0.5532410371928869,Medium,Minimal,Moderate,0.0192485553398593,Medium
113.209564,22.686529,2021,1.7593228237182772,-19.73511673181761,1864.210174382498,12.82,Gravelly Soil,0.5701234004088604,Medium,Minimal,Moderate,0.0245771039160409,Medium
113.235664,22.687094,2016,1.2819764258009705,-19.33075406159197,2651.637752963279,29.9,Residual Soil,0.3206422924915418,Low,Moderate,Sparse,0.1304633946428758,High
113.163277,22.674553,2018,1.1334927231439873,-19.327025075594648,2348.606910962781,15.42,Rock,0.1070772505405326,Low,Minimal,Sparse,0.0802429609356686,High
113.190674,22.678133,2019,1.39445700562394,-19.878426934190543,2015.607672031447,3.49,Gravelly Soil,0.5069489274204686,Medium,Minimal,Moderate,0.0,Medium
113.207497,22.687632,2017,2.0272944461029354,-19.78516251554872,1784.206489917005,11.07,Gravelly Soil,0.4923563756376493,Medium,Minimal,Moderate,0.0074473661029558,Medium
113.209213,22.686882,2019,2.144337429547928,-19.74616536840597,2195.6732770956937,33.89,Rock,0.1424542363677936,Low,Moderate,Sparse,0.097571397522032,Medium
113.164345,22.67392,2016,1.10498139418988,-19.33891740287588,2627.601634375221,24.71,Rock,0.1140355876352001,Low,Minimal,Sparse,0.1158901241198965,High
113.240044,22.698124,2019,0.976402199306071,-19.437188179204423,2035.6687246354504,3.0,Gravelly Soil,0.5240516645942728,Medium,Minimal,Moderate,0.0275564547238335,Medium
113.235054,22.693377,2020,1.6852007998051783,-19.43936084490568,1531.0198945327236,0.23,Residual Soil,0.3094777266415882,Medium,Minimal,Sparse,0.0,Medium
113.216934,22.696812,2017,2.561920896843075,-19.777519420015963,1890.2202973977924,30.18,Gravelly Soil,0.5285369602792246,Medium,Moderate,Moderate,0.0676422015548312,Medium
113.225349,22.699713,2022,1.2732375060812418,-19.690878583048097,2021.772498096449,3.07,Rock,0.0906530803258038,Low,Minimal,Sparse,0.004283572257636,Medium
113.235954,22.692017,2023,1.8387725864990248,-19.403836798723923,1911.3060145543309,21.91,Rock,0.127412742775677,Low,Minimal,Sparse,0.0825073819681687,Medium
113.22242,22.700439,2023,2.2559282560969978,-19.74814459736382,1945.3464721241328,30.68,Residual Soil,0.3814560399732658,Medium,Moderate,Moderate,0.0795297029134731,Medium
113.24041,22.673628,2021,1.93197881635043,-19.045047740862536,1868.1607635372147,14.74,Residual Soil,0.3330223898061559,Medium,Minimal,Moderate,0.0748336508118479,Medium
113.219048,22.679857,2017,2.123085444484151,-19.480749659891003,1854.8870452323272,20.95,Rock,0.1023031531396523,Low,Minimal,Sparse,0.0665020844134008,Medium
113.207878,22.678795,2020,1.826637375055728,-19.64357582080596,1538.35267592402,1.69,Rock,0.0872704907038585,Low,Minimal,Sparse,0.0,Medium
113.233116,22.696802,2020,1.704598255355705,-19.523718235897448,1533.645166746281,0.11,Rock,0.0848964713409012,Low,Minimal,Sparse,0.0,Medium
113.209328,22.688564,2017,1.6248811838210622,-19.770244041964872,1785.3635624891192,8.05,Gravelly Soil,0.5098153598723331,Medium,Minimal,Moderate,0.0072984266906087,Medium
113.213547,22.694944,2015,2.310255597251132,-19.801944849286457,1642.1004086863104,17.75,Residual Soil,0.2962009145183102,Low,Minimal,Sparse,0.0246584899476402,Medium
113.223022,22.686825,2020,1.83251624977916,-19.525584579823345,1558.0539221801523,5.19,Residual Soil,0.3115049677611223,Medium,Minimal,Sparse,0.0076851397939288,Medium
113.22097,22.694578,2022,1.6377819821635398,-19.678974829296223,2059.510420819081,11.73,Gravelly Soil,0.5341591088140313,Medium,Minimal,Moderate,0.0273906080882078,Medium
113.236893,22.69655,2022,1.1235103080223254,-19.460995295398018,2042.46387363108,5.27,Residual Soil,0.330865797425581,Medium,Minimal,Moderate,0.0308395434969555,Medium
113.194511,22.675831,2022,1.7856877558377884,-19.815250796002275,2058.4440733794863,12.75,Gravelly Soil,0.5807383934600592,Medium,Minimal,Moderate,0.0181243350420636,Medium
113.237503,22.697922,2017,2.375876139046036,-19.4733183119043,1838.155850715072,21.4,Residual Soil,0.325569151069716,Low,Minimal,Sparse,0.0595527370800059,Medium
113.220596,22.688465,2015,2.30140073166512,-19.58951386645873,1640.652232212603,16.61,Rock,0.0966694995301054,Low,Minimal,Sparse,0.0379232615522694,Medium
113.221184,22.675325,2018,0.964567783020392,-19.37677142486169,2297.190680938944,6.93,Rock,0.1052306266447887,Low,Minimal,Sparse,0.0483292842323104,Medium
